survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,pclass_redundant,fare_age_combination
1,3,female,31.0,1,1,,S,Third,woman,False,,Southampton,yes,False,3,
1,1,female,16.0,0,1,56.59377173188551,,First,woman,False,B,Cherbourg,yes,False,1,905.5003477101682
1,3,female,,2,0,,S,Third,woman,False,,Queenstown,yes,False,3,
0,1,male,546.0,0,0,,S,First,man,True,C,Southampton,no,True,1,
0,1,male,38.0,0,1,152.29682840971134,S,First,man,True,C,Southampton,no,False,1,5787.279479569031
0,3,male,16.0,2,0,,S,Third,man,True,,Southampton,no,False,3,
1,1,female,,1,0,,S,First,woman,False,,Southampton,yes,False,1,
0,3,male,,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,1,male,29.0,1,0,,Q,First,man,True,C,Southampton,no,False,1,
1,1,FEMALE,41.0,0,0,135.21516240076068,S,First,woman,False,E,Cherbourg,yes,True,1,5543.821658431188
1,3,male,540.0,0,0,,s,Third,man,True,,Southampton,yes,True,3,
0,1,male,45.0,0,0,33.76188836045461,S,First,man,True,,Southampton,no,True,1,1519.2849762204576
1,2,male,24.0,1,1,26.249178671713896,S,Second,child,False,F,Southampton,yes,False,2,629.9802881211335
1,1,female,24.0,3,2,,C,First,woman,False,C,Southampton,yes,False,1,
0,2,male,28.0,0,0,10.678043582658187,C,Second,man,True,,Southampton,no,True,2,298.9852203144293
0,2,male,150.0,0,0,5122.174250346075,S,Second,man,True,,Southampton,no,True,2,768326.1375519112
0,2,male,432.0,0,0,11.889996428114074,,Second,man,True,,Southampton,no,True,2,5136.47845694528
1,2,female,288.0,0,0,13.461666294711364,q,Second,woman,False,F,Southampton,yes,True,2,3876.959892876873
1,2,female,40.0,0,0,13.00946519402268,,Second,woman,False,,Southampton,yes,True,2,520.3786077609072
1,3,female,,1,0,,S,Third,woman,False,,Southampton,yes,False,3,
1,3,male,3.0,1,1,,S,Third,child,False,,Southampton,yes,False,3,
0,3,male,504.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,male,23.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,1,male,,0,0,33.13445489892188,,First,man,True,C,Southampton,no,True,1,
0,3,MALE,15.0,1,1,,S,Third,child,False,,Cherbourg,no,False,3,
0,3,male,25.0,1,0,,,Third,man,True,,Southampton,no,False,3,
0,3,male,,0,0,,S,Third,man,True,,Cherbourg,no,True,3,
0,3,male,28.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,female,22.0,0,1,53.97190359217807,C,First,woman,False,E,Southampton,yes,False,1,1187.3818790279176
0,2,female,456.0,0,0,13.119600262667104,S,Second,woman,False,,Southampton,no,True,2,5982.537719776199
1,3,female,,0,0,,S,Third,woman,False,,Queenstown,yes,True,3,
1,3,FEMALE,,0,0,,,Third,woman,False,,Queenstown,yes,True,3,
0,3,male,1800.0,1,4,,S,Third,man,True,,Southampton,no,False,3,
0,2,male,29.0,1,0,28.91593917983344,S,Second,man,True,,Cherbourg,no,False,2,838.5622362151697
0,3,female,,0,1,,,Third,woman,False,,Cherbourg,no,False,3,
0,3,male,35.0,0,0,,c,Third,man,True,,Southampton,no,True,3,
0,3,male,,1,0,,S,Third,man,True,,Queenstown,no,False,3,
0,3,MALE,30.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
1,1,female,,1,0,,S,First,woman,False,D,Cherbourg,yes,False,1,
1,3,FEMALE,,0,0,,S,Third,woman,False,,Cherbourg,yes,True,3,
1,3,FEMALE,,0,0,,S,Third,woman,False,,Queenstown,yes,True,3,
1,1,female,,0,0,,S,First,woman,False,B,Cherbourg,yes,True,1,
1,1,male,300.0,1,0,56.69651194346917,s,First,man,True,E,Cherbourg,yes,False,1,17008.95358304075
0,3,male,18.0,1,0,,,Third,man,True,,Southampton,no,False,3,
0,3,male,228.0,0,0,,,Third,man,True,,Southampton,no,True,3,
0,1,male,22.0,0,0,135.01422726348278,S,First,man,True,,Cherbourg,no,True,1,2970.312999796621
0,3,female,3.0,3,1,,S,Third,child,False,,Southampton,no,False,3,
1,1,female,,1,0,82.26198827384378,C,First,woman,False,,Cherbourg,yes,False,1,
1,3,female,264.0,0,0,,S,Third,woman,False,,Southampton,yes,True,3,
0,1,MALE,27.0,0,2,209.29358115161628,,First,man,True,C,Cherbourg,no,False,1,5650.926691093639
0,3,male,20.0,0,0,,c,Third,man,True,,Cherbourg,no,True,3,
0,3,MALE,19.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,female,504.0,0,0,224.86066767892555,S,First,woman,False,,Cherbourg,yes,True,1,113329.77651017848
1,3,female,1.0,0,2,,s,Third,child,False,,Cherbourg,yes,False,3,
0,3,male,32.0,0,0,,c,Third,man,True,,Southampton,no,True,3,
1,1,female,35.0,1,0,53.129473589343945,C,First,woman,False,,Southampton,yes,False,1,1859.531575627038
0,3,MALE,,0,0,,C,Third,man,True,,Southampton,no,True,3,
0,2,male,18.0,0,0,73.27831142000093,S,Second,man,True,,Southampton,no,True,2,1319.0096055600168
0,3,MALE,12.0,5,2,,S,Third,child,False,,Southampton,no,False,3,
1,2,female,432.0,0,0,,,Second,woman,False,,Southampton,yes,True,2,
0,3,male,,0,0,,Q,Third,man,True,,Queenstown,no,True,3,
1,2,female,17.0,0,0,,S,Second,woman,False,,Cherbourg,yes,True,2,
1,1,MALE,36.0,1,2,119.12974377648275,S,First,man,True,B,Southampton,yes,False,1,4288.67077595338
1,3,MALE,21.0,0,0,,S,Third,man,True,,Southampton,yes,True,3,
0,3,male,28.0,2,0,,S,Third,man,True,,Southampton,no,False,3,
1,1,female,23.0,1,0,114.09472833169102,s,First,woman,False,D,Cherbourg,yes,False,1,2624.178751628893
1,3,female,24.0,0,2,,S,Third,woman,False,G,Southampton,yes,False,3,
0,3,male,,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,FEMALE,31.0,0,0,,C,Third,woman,False,,Southampton,no,True,3,
0,2,MALE,150.0,0,0,,S,Second,man,True,,Southampton,no,True,2,
0,2,male,23.0,0,0,10.84507537694585,s,Second,man,True,,Southampton,no,True,2,249.43673366975452
1,2,female,28.0,0,0,11.096867946631171,C,Second,woman,False,,Southampton,yes,True,2,310.7123025056728
1,3,male,39.0,0,0,,S,Third,man,True,,Southampton,yes,True,3,
0,3,male,26.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
0,3,FEMALE,21.0,1,0,,,Third,woman,False,,Southampton,no,False,3,
0,3,male,28.0,1,0,,,Third,man,True,,Southampton,no,False,3,
0,3,FEMALE,20.0,0,0,,s,Third,woman,False,,Southampton,no,True,3,
0,2,male,,1,0,,S,Second,man,True,,Southampton,no,False,2,
0,3,MALE,51.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
1,2,male,36.0,1,1,19.822886742992893,C,Second,child,False,,Southampton,yes,False,2,713.6239227477441
0,3,male,21.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,FEMALE,,3,1,,S,Third,woman,False,,Southampton,no,False,3,
0,3,male,,0,0,,,Third,man,True,,Southampton,no,True,3,
0,3,male,,0,0,,,Third,man,True,,Queenstown,no,True,3,
1,1,FEMALE,33.0,1,0,91.09516041172024,C,First,woman,False,C,Queenstown,yes,False,1,3006.140293586768
0,2,MALE,,0,0,-1.216325832795099,C,Second,man,True,,Southampton,no,True,2,
1,3,male,44.0,0,0,,q,Third,man,True,,Southampton,yes,True,3,
0,3,female,,0,0,,S,Third,woman,False,,Southampton,no,True,3,
1,2,female,34.0,1,1,32.910762189575884,S,Second,woman,False,,Southampton,yes,False,2,1118.96591444558
1,2,female,,0,2,,S,Second,woman,False,,Southampton,yes,False,2,
0,2,male,1800.0,0,0,5123.825400851238,S,Second,man,True,,Southampton,no,True,2,9222885.721532227
0,3,female,10.0,0,2,,S,Third,child,False,,Southampton,no,False,3,
0,3,male,,0,0,,s,Third,man,True,,Cherbourg,no,True,3,
0,3,male,21.0,0,0,,,Third,man,True,,Queenstown,no,True,3,
0,3,male,348.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,3,female,,1,1,,,Third,woman,False,,Southampton,no,False,3,
0,3,male,18.0,1,1,,S,Third,man,True,,Southampton,no,False,3,
0,3,male,,0,0,,C,Third,man,True,,Southampton,no,True,3,
1,2,female,28.0,1,0,24.581940078031064,Q,Second,woman,False,,Southampton,yes,False,2,688.2943221848698
1,2,female,,0,0,,S,Second,woman,False,,Southampton,yes,True,2,
0,3,MALE,,0,0,,,Third,man,True,,Queenstown,no,True,3,
1,3,male,32.0,0,0,,s,Third,man,True,E,Southampton,yes,True,3,
1,1,male,28.0,0,0,25.91000818322255,S,First,man,True,C,Southampton,yes,True,1,725.4802291302315
1,3,female,,1,0,,c,Third,woman,False,,Southampton,yes,False,3,
1,2,female,42.0,1,0,24.654416599895036,S,Second,woman,False,,Southampton,yes,False,2,1035.4854971955913
0,3,male,17.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,1,male,50.0,1,0,,S,First,man,True,E,Southampton,no,False,1,
1,1,female,150.0,1,2,5124.1787323595545,S,First,child,False,B,Southampton,yes,False,1,768626.8098539332
0,3,female,252.0,2,2,,s,Third,woman,False,,Southampton,no,False,3,
1,2,female,24.0,2,3,16.865213640983725,S,Second,woman,False,,Southampton,yes,False,2,404.7651273836094
0,1,MALE,64.0,1,4,,s,First,man,True,C,Southampton,no,False,1,
0,2,male,31.0,0,0,11.70101476117189,C,Second,man,True,,Southampton,no,True,2,362.7314575963286
1,2,female,540.0,1,1,26.008250361106555,,Second,woman,False,,Southampton,yes,False,2,14044.45519499754
0,3,male,20.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,MALE,25.0,1,0,,S,Third,man,True,,Southampton,no,False,3,
1,2,female,28.0,0,0,11.746704372696737,s,Second,woman,False,,Southampton,yes,True,2,328.90772243550856
1,3,male,,0,0,,S,Third,man,True,,Southampton,yes,True,3,
1,1,MALE,4.0,0,2,83.25758334127005,C,First,child,False,A,Southampton,yes,False,1,333.0303333650802
1,2,FEMALE,,0,1,,,Second,child,False,,Southampton,yes,False,2,
1,1,MALE,,0,0,,C,First,man,True,,Southampton,yes,True,1,
1,3,female,1800.0,2,1,,C,Third,child,False,,Cherbourg,yes,False,3,
1,1,male,52.0,0,0,,C,First,man,True,C,Southampton,yes,True,1,
0,2,male,36.0,1,2,26.381731061274373,S,Second,man,True,,Southampton,no,False,2,949.7423182058774
0,3,male,,1,0,,Q,Third,man,True,,Southampton,no,False,3,
0,1,male,30.0,0,0,27.17095466383185,s,First,man,True,C,Cherbourg,no,True,1,815.1286399149556
1,1,male,49.0,1,0,,S,First,man,True,C,Cherbourg,yes,False,1,
0,3,MALE,,0,0,,C,Third,man,True,,Southampton,no,True,3,
1,3,male,29.0,0,0,,C,Third,man,True,,Cherbourg,yes,True,3,
0,1,male,780.0,0,0,27.65407060928205,,First,man,True,E,Southampton,no,True,1,21570.17507524
1,1,female,,1,0,50.30936794663117,S,First,woman,False,D,Southampton,yes,False,1,
1,2,female,50.0,0,0,10.718025092132564,S,Second,woman,False,,Southampton,yes,True,2,535.9012546066283
0,3,male,,0,0,,S,Third,man,True,,Queenstown,no,True,3,
1,1,male,576.0,0,0,26.344231401970333,C,First,man,True,E,Southampton,yes,True,1,15174.277287534913
0,3,male,34.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,1,male,564.0,0,0,37.78545299152913,c,First,man,True,E,Southampton,no,True,1,21310.995487222423
0,2,male,48.0,0,0,,S,Second,man,True,,Southampton,no,True,2,
0,3,male,,0,0,,,Third,man,True,,Southampton,no,True,3,
0,3,MALE,38.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,2,male,,0,0,0.6354460283143577,S,Second,man,True,,Southampton,no,True,2,
0,1,male,56.0,0,0,,S,First,man,True,,Southampton,no,True,1,
0,3,MALE,,0,0,,,Third,man,True,,Queenstown,no,True,3,
1,3,female,0.75,2,1,,s,Third,child,False,,Cherbourg,yes,False,3,
0,3,MALE,,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,male,38.0,0,0,,c,Third,man,True,,Southampton,no,True,3,
1,2,FEMALE,396.0,1,2,27.42441264284688,S,Second,woman,False,,Southampton,yes,False,2,10860.067406567365
1,2,female,23.0,0,0,16.086468591547785,,Second,woman,False,D,Cherbourg,yes,True,2,369.9887776055991
0,3,FEMALE,264.0,0,0,,,Third,woman,False,,Southampton,no,True,3,
0,1,male,,0,0,53.22123566006696,s,First,man,True,A,Southampton,no,True,1,
0,2,MALE,34.0,1,0,21.472663056076712,s,Second,man,True,,Southampton,no,False,2,730.0705439066082
0,3,male,348.0,1,0,,S,Third,man,True,,Southampton,no,False,3,
0,3,male,22.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,3,FEMALE,2.0,0,1,,s,Third,child,False,,Southampton,yes,False,3,
0,3,male,9.0,5,2,,S,Third,child,False,,Southampton,no,False,3,
0,2,male,,0,0,-0.0695782089212261,q,Second,man,True,,Southampton,no,True,2,
0,3,male,,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,3,female,756.0,0,0,,,Third,woman,False,,Southampton,yes,True,3,
1,1,male,25.0,1,0,90.86274777722856,,First,man,True,B,Cherbourg,yes,False,1,2271.568694430713
0,3,female,,3,1,,q,Third,woman,False,,Southampton,no,False,3,
1,1,FEMALE,35.0,1,0,91.22977422452192,S,First,woman,False,C,Southampton,yes,False,1,3193.0420978582674
0,1,male,58.0,0,0,,S,First,man,True,B,Cherbourg,no,True,1,
0,3,male,30.0,0,0,,Q,Third,man,True,,Southampton,no,True,3,
1,3,MALE,9.0,1,1,,S,Third,child,False,,Southampton,yes,False,3,
0,3,MALE,,1,0,,s,Third,man,True,,Southampton,no,False,3,
0,3,male,21.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,1,male,55.0,0,0,30.666661687057324,,First,man,True,C,Southampton,no,True,1,1686.6663927881527
0,1,male,71.0,0,0,48.49192664316298,s,First,man,True,,Cherbourg,no,True,1,3442.926791664572
0,3,male,21.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
0,3,male,,0,0,,s,Third,man,True,,Cherbourg,no,True,3,
1,1,female,648.0,1,0,78.60765269022163,S,First,woman,False,D,Cherbourg,yes,False,1,50937.758943263616
0,3,male,,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,1,female,25.0,1,2,151.6603896391077,S,First,woman,False,C,Southampton,no,False,1,3791.5097409776927
0,3,MALE,24.0,0,0,,,Third,man,True,,Southampton,no,True,3,
0,3,MALE,17.0,0,0,,c,Third,man,True,,Southampton,no,True,3,
0,3,female,21.0,0,0,,S,Third,woman,False,,Queenstown,no,True,3,
0,3,female,,0,0,,Q,Third,woman,False,,Queenstown,no,True,3,
0,3,female,37.0,0,0,,s,Third,woman,False,,Southampton,no,True,3,
1,1,FEMALE,16.0,0,0,84.94402997368209,S,First,woman,False,B,Southampton,yes,True,1,1359.1044795789137
0,1,male,18.0,1,0,,q,First,man,True,C,Cherbourg,no,False,1,
1,2,female,33.0,0,2,27.370409693983863,S,Second,woman,False,,Southampton,yes,False,2,903.2235199014676
1,1,MALE,,0,0,25.554596396975253,S,First,man,True,,Southampton,yes,True,1,
0,3,MALE,150.0,0,0,,Q,Third,man,True,,Southampton,no,True,3,
1,3,MALE,312.0,0,0,,s,Third,man,True,,Southampton,yes,True,3,
1,3,male,348.0,0,0,,S,Third,man,True,,Queenstown,yes,True,3,
0,3,male,,0,0,,C,Third,man,True,,Southampton,no,True,3,
1,1,male,432.0,0,0,25.60027346908599,C,First,man,True,E,Southampton,yes,True,1,11059.318138645149
1,1,FEMALE,648.0,1,0,57.87840315736733,C,First,woman,False,,Cherbourg,yes,False,1,37505.20524597403
0,3,MALE,24.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,1,male,47.0,0,0,34.574163568772626,S,First,man,True,D,Southampton,no,True,1,1624.9856877323134
1,2,female,34.0,0,0,10.880381448216312,C,Second,woman,False,F,Southampton,yes,True,2,369.9329692393546
0,3,male,,0,0,,S,Third,man,True,,Queenstown,no,True,3,
1,2,FEMALE,36.0,1,0,25.661308660078124,q,Second,woman,False,,Southampton,yes,False,2,923.8071117628124
0,3,MALE,32.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,female,30.0,0,0,93.4890621629838,C,First,woman,False,B,Southampton,yes,True,1,2804.671864889514
0,3,male,22.0,0,0,,,Third,man,True,,Southampton,no,True,3,
0,3,male,,0,0,,S,Third,man,True,,Cherbourg,no,True,3,
1,1,FEMALE,44.0,0,1,,S,First,woman,False,B,Cherbourg,yes,False,1,
0,3,MALE,,0,0,,Q,Third,man,True,,Cherbourg,no,True,3,
0,3,MALE,40.5,0,0,,S,Third,man,True,,Queenstown,no,True,3,
1,2,female,50.0,0,0,11.275423733089374,S,Second,woman,False,,Southampton,yes,True,2,563.7711866544687
0,1,male,,0,0,,S,First,man,True,C,Southampton,no,True,1,
0,3,male,,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,2,male,23.0,2,1,10.9104326160076,,Second,man,True,,Southampton,no,False,2,250.9399501681748
1,2,FEMALE,2.0,1,1,,s,Second,child,False,,Southampton,yes,False,2,
0,3,MALE,150.0,0,0,,s,Third,man,True,,Cherbourg,no,True,3,
0,3,MALE,17.0,1,1,,s,Third,man,True,,Cherbourg,no,False,3,
1,3,FEMALE,,0,2,,S,Third,woman,False,,Cherbourg,yes,False,3,
0,3,female,30.0,0,0,,C,Third,woman,False,,Southampton,no,True,3,
1,2,female,,0,2,,s,Second,child,False,,Southampton,yes,False,2,
0,1,MALE,45.0,0,0,26.77147769767592,S,First,man,True,B,Southampton,no,True,1,1204.7164963954162
1,1,FEMALE,1800.0,0,0,5123.587427286565,S,First,woman,False,,Cherbourg,yes,True,1,9222457.369115816
0,3,male,,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,female,264.0,0,2,50.55441211221941,s,First,woman,False,B,Cherbourg,yes,False,1,13346.364797625924
1,1,female,36.0,0,2,69.53907506134834,S,First,woman,False,B,Southampton,yes,False,1,2503.40670220854
0,3,FEMALE,9.0,4,2,,C,Third,child,False,,Southampton,no,False,3,
0,3,female,11.0,4,2,,s,Third,child,False,,Southampton,no,False,3,
1,2,male,32.0,1,0,26.34507537694585,C,Second,man,True,,Southampton,yes,False,2,843.0424120622672
0,1,male,150.0,1,0,5122.999744784556,S,First,man,True,C,Cherbourg,no,False,1,768449.9617176835
0,1,male,64.0,0,0,25.83377851528985,S,First,man,True,,Southampton,no,True,1,1653.3618249785504
1,2,female,19.0,1,0,,S,Second,woman,False,,Southampton,yes,False,2,
1,2,male,,0,0,,S,Second,man,True,,Cherbourg,yes,True,2,
0,3,male,33.0,1,1,,S,Third,man,True,,Southampton,no,False,3,
1,2,male,8.0,1,1,37.048391846566304,S,Second,child,False,,Southampton,yes,False,2,296.38713477253043
1,1,male,17.0,0,2,,S,First,man,True,C,Cherbourg,yes,False,1,
0,2,male,27.0,0,0,23.793581151616262,c,Second,man,True,,Southampton,no,True,2,642.4266910936392
0,3,MALE,,0,0,,S,Third,man,True,,Queenstown,no,True,3,
1,3,male,22.0,0,0,,,Third,man,True,,Cherbourg,yes,True,3,
1,3,female,22.0,0,0,,S,Third,woman,False,,Southampton,yes,True,3,
0,1,MALE,62.0,0,0,26.558828138267398,S,First,man,True,,Southampton,no,True,1,1646.6473445725785
1,1,female,48.0,1,0,40.63837765476515,s,First,woman,False,A,Cherbourg,yes,False,1,1950.6421274287272
0,1,male,,0,0,,Q,First,man,True,,Cherbourg,no,True,1,
1,1,female,468.0,1,1,,s,First,woman,False,E,Southampton,yes,False,1,
1,3,female,,1,0,,S,Third,woman,False,,Southampton,yes,False,3,
0,3,male,,0,0,,S,Third,man,True,,Queenstown,no,True,3,
0,3,male,40.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
0,2,male,28.0,0,0,13.425631401181285,Q,Second,man,True,,Southampton,no,True,2,375.917679233076
0,3,male,,0,0,,,Third,man,True,,Southampton,no,True,3,
0,3,female,,0,0,,S,Third,woman,False,,Southampton,no,True,3,
0,3,male,24.0,2,0,,S,Third,man,True,,Southampton,no,False,3,
0,3,male,19.0,0,0,,,Third,man,True,,Southampton,no,True,3,
0,3,female,29.0,0,4,,s,Third,woman,False,,Southampton,no,False,3,
0,3,male,,0,0,,s,Third,man,True,,Cherbourg,no,True,3,
1,3,MALE,384.0,0,0,,S,Third,man,True,,Southampton,yes,True,3,
1,2,male,62.0,0,0,10.161308660078124,S,Second,man,True,,Southampton,yes,True,2,630.0011369248438
1,1,female,53.0,2,0,50.36919642811407,S,First,woman,False,C,Southampton,yes,False,1,2669.567410690046
1,1,male,432.0,0,0,25.88365324717512,S,First,man,True,E,Southampton,yes,True,1,11181.738202779652
1,3,female,,0,0,,S,Third,woman,False,,Queenstown,yes,True,3,
0,3,male,16.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,MALE,19.0,0,0,,,Third,man,True,,Southampton,no,True,3,
1,2,FEMALE,34.0,0,0,,S,Second,woman,False,,Southampton,yes,True,2,
1,1,female,468.0,1,0,55.19727198408736,C,First,woman,False,E,Southampton,yes,False,1,25832.323288552885
0,3,FEMALE,,1,0,,S,Third,woman,False,,Cherbourg,no,False,3,
1,3,male,32.0,0,0,,C,Third,man,True,,Southampton,yes,True,3,
1,2,female,25.0,1,1,30.17252678292309,Q,Second,woman,False,,Southampton,yes,False,2,754.3131695730773
1,1,female,150.0,1,1,5123.269422058906,q,First,woman,False,C,Cherbourg,yes,False,1,768490.4133088358
0,2,MALE,54.0,0,0,26.375216957157164,S,Second,man,True,,Southampton,no,True,2,1424.261715686487
0,1,male,150.0,0,0,5122.400781499894,C,First,man,True,A,Cherbourg,no,True,1,768360.1172249841
0,3,male,1800.0,0,0,,,Third,man,True,,Cherbourg,no,True,3,
1,1,female,150.0,0,2,5125.193559255114,q,First,woman,False,E,Southampton,yes,False,1,768779.0338882671
0,2,male,564.0,0,0,16.083340437911314,S,Second,man,True,,Southampton,no,True,2,9071.00400698198
1,1,male,720.0,1,1,77.37401575837237,S,First,man,True,B,Cherbourg,yes,False,1,55709.291346028105
0,3,male,22.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,male,150.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,male,,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,female,52.0,1,0,78.08531459689071,S,First,woman,False,D,Cherbourg,yes,False,1,4060.436359038317
0,3,male,47.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
0,3,female,,0,2,,S,Third,woman,False,,Queenstown,no,False,3,
0,2,male,37.0,1,0,24.821559653139957,S,Second,man,True,,Southampton,no,False,2,918.3977071661784
0,3,MALE,36.0,1,1,,s,Third,man,True,,Southampton,no,False,3,
1,2,female,,0,0,32.42780592970656,S,Second,woman,False,,Southampton,yes,True,2,
0,3,male,49.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,male,,0,0,,S,Third,man,True,,Cherbourg,no,True,3,
1,1,male,49.0,1,0,57.86652729182088,,First,man,True,A,Cherbourg,yes,False,1,2835.459837299223
1,2,female,24.0,2,1,,c,Second,woman,False,,Southampton,yes,False,2,
0,3,male,,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,1,male,150.0,0,0,5125.070655126538,,First,man,True,,Southampton,no,True,1,768760.5982689807
0,3,male,44.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,male,35.0,0,0,26.011763814008848,S,First,man,True,,Cherbourg,yes,True,1,910.4117334903096
0,3,male,36.0,1,0,,C,Third,man,True,,Southampton,no,False,3,
1,1,male,324.0,0,0,28.80731838448906,S,First,man,True,,Southampton,yes,True,1,9333.571156574457
1,2,female,22.0,1,2,41.036917662237336,S,Second,woman,False,,Cherbourg,yes,False,2,902.8121885692212
1,1,female,40.0,0,0,153.89624922088635,S,First,woman,False,C,Southampton,yes,True,1,6155.849968835454
0,3,female,39.0,1,5,,,Third,woman,False,,Southampton,no,False,3,
0,3,male,,0,0,,s,Third,man,True,,Southampton,no,True,3,
1,3,female,,1,0,,S,Third,woman,False,,Queenstown,yes,False,3,
0,3,male,,0,0,,,Third,man,True,,Queenstown,no,True,3,
0,3,male,35.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,2,female,24.0,1,2,,q,Second,woman,False,,Southampton,yes,False,2,
0,3,MALE,34.0,1,1,,s,Third,man,True,,Southampton,no,False,3,
0,3,FEMALE,26.0,1,0,,,Third,woman,False,,Southampton,no,False,3,
1,2,female,4.0,2,1,38.6636213368896,S,Second,child,False,F,Southampton,yes,False,2,154.6544853475584
0,2,male,312.0,0,0,,S,Second,man,True,,Southampton,no,True,2,
0,3,MALE,150.0,1,0,,C,Third,man,True,,Cherbourg,no,False,3,
1,1,male,42.0,1,0,53.08760085123756,S,First,man,True,D,Southampton,yes,False,1,2229.6792357519776
1,3,male,20.0,1,1,,S,Third,man,True,,Cherbourg,yes,False,3,
0,3,male,21.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,male,21.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,1,male,61.0,0,0,31.34198575391886,C,First,man,True,D,Southampton,no,True,1,1911.8611309890505
0,2,male,57.0,0,0,,C,Second,man,True,,Queenstown,no,True,2,
1,1,female,21.0,0,0,77.73735773849523,C,First,woman,False,D,Southampton,yes,True,1,1632.4845125083998
0,3,male,26.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,3,male,,0,0,,S,Third,man,True,,Queenstown,no,True,3,
1,1,male,960.0,0,0,31.01815724764875,S,First,man,True,A,Southampton,yes,True,1,29777.430957742803
0,3,male,51.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,male,150.0,0,0,5122.784728589407,S,First,man,True,B,Cherbourg,yes,True,1,768417.709288411
0,1,MALE,,0,0,0.8197283316910118,C,First,man,True,,Southampton,no,True,1,
0,3,female,9.0,3,2,,Q,Third,child,False,,Southampton,no,False,3,
1,2,female,28.0,0,0,,C,Second,woman,False,,Southampton,yes,True,2,
0,3,male,32.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,2,male,31.0,1,1,25.50078438291108,S,Second,man,True,,Southampton,no,False,2,790.5243158702434
0,3,female,41.0,0,5,,C,Third,woman,False,,Southampton,no,False,3,
0,3,male,,1,0,,C,Third,man,True,,Southampton,no,False,3,
0,3,male,20.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
1,1,female,288.0,0,0,,s,First,woman,False,B,Cherbourg,yes,True,1,
0,3,female,2.0,3,2,,s,Third,child,False,,Southampton,no,False,3,
1,3,male,,0,0,,S,Third,man,True,,Southampton,yes,True,3,
1,3,female,0.75,2,1,,s,Third,child,False,,Cherbourg,yes,False,3,
1,1,male,48.0,1,0,76.78250742059876,,First,man,True,D,Cherbourg,yes,False,1,3685.560356188741
0,3,male,19.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,MALE,56.0,0,0,35.40288179892486,S,First,man,True,A,Cherbourg,yes,True,1,1982.561380739792
0,3,male,,0,0,,Q,Third,man,True,,Southampton,no,True,3,
1,3,female,23.0,0,0,,S,Third,woman,False,,Southampton,yes,True,3,
0,3,male,,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,2,female,18.0,0,1,22.357805347465728,s,Second,woman,False,,Southampton,yes,False,2,402.4404962543831
0,3,male,21.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
1,3,female,,0,0,,S,Third,woman,False,,Queenstown,yes,True,3,
0,3,female,18.0,0,0,,Q,Third,woman,False,,Queenstown,no,True,3,
0,2,male,24.0,2,0,72.97859890818125,S,Second,man,True,,Southampton,no,False,2,1751.48637379635
